Ensembl,Module
ENSG00000011422,23_Parikshak2016
ENSG00000011426,2_Parikshak2016
ENSG00000011451,22_Parikshak2016
ENSG00000011454,7_Parikshak2016
ENSG00000011465,18_Parikshak2016
ENSG00000011478,11_Parikshak2016
ENSG00000011485,3_Parikshak2016
ENSG00000011523,3_Parikshak2016
ENSG00000011566,11_Parikshak2016
ENSG00000011590,11_Parikshak2016
ENSG00000011600,18_Parikshak2016
ENSG00000011638,20_Parikshak2016
ENSG00000011677,4_Parikshak2016
ENSG00000012048,2_Parikshak2016
ENSG00000012061,11_Parikshak2016
ENSG00000012124,2_Parikshak2016
ENSG00000012171,2_Parikshak2016
ENSG00000012174,16_Parikshak2016
ENSG00000012211,11_Parikshak2016
ENSG00000012232,25_Parikshak2016
ENSG00000012660,15_Parikshak2016
ENSG00000012779,18_Parikshak2016
ENSG00000012817,6_Parikshak2016
ENSG00000012822,1_Parikshak2016
ENSG00000012963,25_Parikshak2016
ENSG00000012983,2_Parikshak2016
ENSG00000013016,10_Parikshak2016
ENSG00000013275,3_Parikshak2016
ENSG00000013288,11_Parikshak2016
ENSG00000013297,2_Parikshak2016
ENSG00000013306,11_Parikshak2016
ENSG00000013364,15_Parikshak2016
ENSG00000013374,11_Parikshak2016
ENSG00000013375,15_Parikshak2016
ENSG00000013392,11_Parikshak2016
ENSG00000013441,11_Parikshak2016
ENSG00000013503,16_Parikshak2016
ENSG00000013523,2_Parikshak2016
ENSG00000013561,3_Parikshak2016
ENSG00000013563,11_Parikshak2016
ENSG00000013573,11_Parikshak2016
ENSG00000013583,24_Parikshak2016
ENSG00000013619,24_Parikshak2016
ENSG00000013725,11_Parikshak2016
ENSG00000013810,24_Parikshak2016
ENSG00000014123,2_Parikshak2016
ENSG00000014138,2_Parikshak2016
ENSG00000014164,24_Parikshak2016
ENSG00000014216,10_Parikshak2016
ENSG00000014824,3_Parikshak2016
ENSG00000014914,11_Parikshak2016
ENSG00000015133,11_Parikshak2016
ENSG00000015153,25_Parikshak2016
ENSG00000015171,11_Parikshak2016
ENSG00000015285,11_Parikshak2016
ENSG00000015475,3_Parikshak2016
ENSG00000015479,3_Parikshak2016
ENSG00000015532,11_Parikshak2016
ENSG00000015568,24_Parikshak2016
ENSG00000015592,2_Parikshak2016
ENSG00000015676,3_Parikshak2016
ENSG00000016391,9_Parikshak2016
ENSG00000016402,14_Parikshak2016
ENSG00000016602,2_Parikshak2016
ENSG00000016864,11_Parikshak2016
ENSG00000017260,25_Parikshak2016
ENSG00000017373,11_Parikshak2016
ENSG00000017427,25_Parikshak2016
ENSG00000017483,11_Parikshak2016
ENSG00000017621,11_Parikshak2016
ENSG00000017797,11_Parikshak2016
ENSG00000018189,3_Parikshak2016
ENSG00000018236,3_Parikshak2016
ENSG00000018280,19_Parikshak2016
ENSG00000018408,19_Parikshak2016
ENSG00000018510,3_Parikshak2016
ENSG00000018607,11_Parikshak2016
ENSG00000018610,10_Parikshak2016
ENSG00000018625,9_Parikshak2016
ENSG00000018699,2_Parikshak2016
ENSG00000018869,2_Parikshak2016
ENSG00000019102,11_Parikshak2016
ENSG00000019144,2_Parikshak2016
ENSG00000019485,11_Parikshak2016
ENSG00000246263,11_Parikshak2016
ENSG00000019549,11_Parikshak2016
ENSG00000019582,18_Parikshak2016
ENSG00000019991,9_Parikshak2016
ENSG00000019995,4_Parikshak2016
ENSG00000020129,10_Parikshak2016
ENSG00000020181,11_Parikshak2016
ENSG00000020256,17_Parikshak2016
ENSG00000020426,24_Parikshak2016
ENSG00000020577,11_Parikshak2016
ENSG00000020922,11_Parikshak2016
ENSG00000021300,2_Parikshak2016
ENSG00000021355,15_Parikshak2016
ENSG00000021574,12_Parikshak2016
ENSG00000021645,25_Parikshak2016
ENSG00000021762,20_Parikshak2016
ENSG00000021776,11_Parikshak2016
ENSG00000021826,2_Parikshak2016
ENSG00000022267,11_Parikshak2016
ENSG00000022277,2_Parikshak2016
ENSG00000108854,9_Parikshak2016
ENSG00000022556,11_Parikshak2016
ENSG00000022567,11_Parikshak2016
ENSG00000162825,11_Parikshak2016
ENSG00000022976,11_Parikshak2016
ENSG00000023041,11_Parikshak2016
ENSG00000023171,16_Parikshak2016
ENSG00000023191,2_Parikshak2016
ENSG00000023228,3_Parikshak2016
ENSG00000023287,11_Parikshak2016
ENSG00000023318,11_Parikshak2016
ENSG00000023330,11_Parikshak2016
ENSG00000023445,11_Parikshak2016
ENSG00000023516,16_Parikshak2016
ENSG00000023572,3_Parikshak2016
ENSG00000023608,24_Parikshak2016
ENSG00000023697,15_Parikshak2016
ENSG00000023734,17_Parikshak2016
ENSG00000023892,18_Parikshak2016
ENSG00000023902,11_Parikshak2016
ENSG00000023909,11_Parikshak2016
ENSG00000024048,11_Parikshak2016
ENSG00000024422,24_Parikshak2016
ENSG00000024526,11_Parikshak2016
ENSG00000024862,11_Parikshak2016
ENSG00000025039,20_Parikshak2016
ENSG00000025156,11_Parikshak2016
ENSG00000025293,11_Parikshak2016
ENSG00000025423,9_Parikshak2016
ENSG00000025434,2_Parikshak2016
ENSG00000025708,19_Parikshak2016
ENSG00000025770,11_Parikshak2016
ENSG00000025772,11_Parikshak2016
ENSG00000025796,24_Parikshak2016
ENSG00000025800,16_Parikshak2016
ENSG00000026025,9_Parikshak2016
ENSG00000026103,19_Parikshak2016
ENSG00000026297,11_Parikshak2016
ENSG00000026508,15_Parikshak2016
ENSG00000026559,25_Parikshak2016
ENSG00000026652,11_Parikshak2016
ENSG00000026950,9_Parikshak2016
ENSG00000027001,11_Parikshak2016
ENSG00000027075,18_Parikshak2016
ENSG00000027697,15_Parikshak2016
ENSG00000027847,11_Parikshak2016
ENSG00000028116,2_Parikshak2016
ENSG00000028137,19_Parikshak2016
ENSG00000028203,25_Parikshak2016
ENSG00000028277,11_Parikshak2016
ENSG00000028310,11_Parikshak2016
ENSG00000028528,2_Parikshak2016
ENSG00000028839,12_Parikshak2016
ENSG00000029153,25_Parikshak2016
