"InputCategories","UserDefinedCategories","Type","CorrectedPvalues","NumGenes","CategoryGenes"
"M17","24_Parikshak2016__DATA/modules_allStudies.csv","User",2.80602923079403e-11,40,"ENSG00000008441, ENSG00000014164, ENSG00000024422, ENSG00000056661, ENSG00000089351, ENSG00000103148, ENSG00000104897, ENSG00000111676, ENSG00000112033, ENSG00000112787, ENSG00000120896, ENSG00000125534, ENSG00000126464, ENSG00000130479, ENSG00000132005, ENSG00000140464, ENSG00000141867, ENSG00000141905, ENSG00000145506, ENSG00000152284, ENSG00000154146, ENSG00000155849, ENSG00000157933, ENSG00000159840, ENSG00000160767, ENSG00000161847, ENSG00000162298, ENSG00000166484, ENSG00000175873, ENSG00000178209, ENSG00000178531, ENSG00000183248, ENSG00000186174, ENSG00000196498, ENSG00000196588, ENSG00000213015, ENSG00000222009, ENSG00000230715, ENSG00000243279, ENSG00000261221"
"M1","25_Parikshak2016__DATA/modules_allStudies.csv","User",8.39807521928117e-11,75,"ENSG00000010404, ENSG00000010818, ENSG00000040731, ENSG00000049759, ENSG00000054356, ENSG00000089057, ENSG00000095203, ENSG00000100678, ENSG00000101098, ENSG00000103056, ENSG00000103154, ENSG00000106089, ENSG00000107954, ENSG00000108960, ENSG00000110076, ENSG00000110675, ENSG00000111670, ENSG00000112541, ENSG00000113391, ENSG00000116852, ENSG00000117600, ENSG00000129355, ENSG00000129990, ENSG00000130558, ENSG00000131242, ENSG00000132359, ENSG00000132879, ENSG00000134775, ENSG00000135127, ENSG00000135454, ENSG00000137267, ENSG00000137727, ENSG00000138028, ENSG00000141404, ENSG00000145242, ENSG00000145911, ENSG00000150594, ENSG00000151746, ENSG00000153823, ENSG00000154162, ENSG00000154654, ENSG00000156687, ENSG00000156959, ENSG00000158089, ENSG00000161082, ENSG00000162065, ENSG00000162545, ENSG00000162631, ENSG00000162636, ENSG00000162706, ENSG00000163013, ENSG00000163449, ENSG00000163873, ENSG00000166257, ENSG00000168243, ENSG00000168843, ENSG00000169258, ENSG00000169744, ENSG00000171303, ENSG00000172247, ENSG00000173166, ENSG00000174521, ENSG00000177272, ENSG00000178947, ENSG00000184156, ENSG00000184611, ENSG00000185052, ENSG00000185352, ENSG00000186487, ENSG00000186642, ENSG00000187672, ENSG00000198133, ENSG00000204681, ENSG00000205363, ENSG00000271975"
"M19","9_Voineagu__DATA/modules_allStudies.csv","User",3.33494556129158e-10,14,"ENSG00000106803, ENSG00000110700, ENSG00000112306, ENSG00000114391, ENSG00000130255, ENSG00000149273, ENSG00000156482, ENSG00000161016, ENSG00000164587, ENSG00000165502, ENSG00000182899, ENSG00000198242, ENSG00000198918, ENSG00000213741"
"M2","25_Parikshak2016__DATA/modules_allStudies.csv","User",5.61040148670199e-10,65,"ENSG00000008086, ENSG00000009694, ENSG00000050030, ENSG00000067798, ENSG00000068366, ENSG00000069712, ENSG00000071575, ENSG00000077279, ENSG00000079841, ENSG00000101349, ENSG00000105143, ENSG00000106688, ENSG00000107282, ENSG00000112972, ENSG00000113161, ENSG00000117598, ENSG00000128578, ENSG00000133985, ENSG00000136603, ENSG00000136928, ENSG00000137486, ENSG00000139220, ENSG00000141431, ENSG00000143324, ENSG00000144583, ENSG00000145545, ENSG00000148948, ENSG00000149054, ENSG00000150394, ENSG00000150627, ENSG00000151229, ENSG00000152092, ENSG00000152495, ENSG00000152932, ENSG00000153233, ENSG00000153253, ENSG00000153563, ENSG00000153814, ENSG00000154975, ENSG00000158186, ENSG00000162409, ENSG00000164983, ENSG00000165434, ENSG00000166342, ENSG00000166501, ENSG00000169122, ENSG00000169760, ENSG00000169851, ENSG00000170091, ENSG00000170396, ENSG00000173452, ENSG00000173611, ENSG00000174482, ENSG00000184992, ENSG00000185090, ENSG00000185737, ENSG00000186469, ENSG00000186868, ENSG00000204442, ENSG00000223591, ENSG00000243444, ENSG00000260006, ENSG00000260230, ENSG00000261115, ENSG00000271614"
"M2","16_Parikshak2016__DATA/modules_allStudies.csv","User",5.73093293259551e-10,37,"ENSG00000006432, ENSG00000040341, ENSG00000067715, ENSG00000075945, ENSG00000088538, ENSG00000091157, ENSG00000114948, ENSG00000115977, ENSG00000116133, ENSG00000116750, ENSG00000118276, ENSG00000118402, ENSG00000118473, ENSG00000119946, ENSG00000122873, ENSG00000125675, ENSG00000125814, ENSG00000131437, ENSG00000136531, ENSG00000138769, ENSG00000144406, ENSG00000151948, ENSG00000157064, ENSG00000158560, ENSG00000159164, ENSG00000160753, ENSG00000164742, ENSG00000165704, ENSG00000166111, ENSG00000169282, ENSG00000177570, ENSG00000182674, ENSG00000185900, ENSG00000188191, ENSG00000197535, ENSG00000198961, ENSG00000228794"
"M5","6_Voineagu__DATA/modules_allStudies.csv","User",7.11496846987905e-10,28,"ENSG00000006025, ENSG00000061938, ENSG00000085998, ENSG00000103091, ENSG00000103249, ENSG00000108465, ENSG00000112511, ENSG00000114270, ENSG00000125826, ENSG00000140400, ENSG00000140983, ENSG00000157353, ENSG00000160917, ENSG00000162572, ENSG00000162650, ENSG00000163794, ENSG00000165684, ENSG00000167685, ENSG00000169231, ENSG00000169696, ENSG00000171298, ENSG00000175634, ENSG00000177666, ENSG00000180902, ENSG00000182979, ENSG00000185324, ENSG00000214021, ENSG00000215440"
"M5","midnightblue_Mariani__DATA/modules_allStudies.csv","User",1.03136363523483e-09,22,"ENSG00000005961, ENSG00000011243, ENSG00000075826, ENSG00000095370, ENSG00000103253, ENSG00000103269, ENSG00000104957, ENSG00000105717, ENSG00000108773, ENSG00000108785, ENSG00000144214, ENSG00000158106, ENSG00000160305, ENSG00000162572, ENSG00000162650, ENSG00000167615, ENSG00000168970, ENSG00000178971, ENSG00000185189, ENSG00000185324, ENSG00000196378, ENSG00000259715"
"M2","grey_Tylee__DATA/modules_allStudies.csv","User",1.27941265176629e-09,204,"ENSG00000000971, ENSG00000003987, ENSG00000006432, ENSG00000008086, ENSG00000011677, ENSG00000036530, ENSG00000065609, ENSG00000066032, ENSG00000067715, ENSG00000068615, ENSG00000073464, ENSG00000073711, ENSG00000074211, ENSG00000077063, ENSG00000077264, ENSG00000077279, ENSG00000079459, ENSG00000081026, ENSG00000081181, ENSG00000085871, ENSG00000088538, ENSG00000091513, ENSG00000091656, ENSG00000091844, ENSG00000099194, ENSG00000100433, ENSG00000101546, ENSG00000102678, ENSG00000103942, ENSG00000104154, ENSG00000104427, ENSG00000104435, ENSG00000105784, ENSG00000106688, ENSG00000106853, ENSG00000107282, ENSG00000109771, ENSG00000109832, ENSG00000112293, ENSG00000114948, ENSG00000115290, ENSG00000115355, ENSG00000115977, ENSG00000116133, ENSG00000118276, ENSG00000118402, ENSG00000118733, ENSG00000119283, ENSG00000119547, ENSG00000119946, ENSG00000121871, ENSG00000122012, ENSG00000123570, ENSG00000125814, ENSG00000127364, ENSG00000131370, ENSG00000132164, ENSG00000132639, ENSG00000132975, ENSG00000135002, ENSG00000135045, ENSG00000135472, ENSG00000135750, ENSG00000136531, ENSG00000136854, ENSG00000136928, ENSG00000137460, ENSG00000137478, ENSG00000138769, ENSG00000139220, ENSG00000139428, ENSG00000139915, ENSG00000141837, ENSG00000143469, ENSG00000144026, ENSG00000144036, ENSG00000144278, ENSG00000144285, ENSG00000144369, ENSG00000144583, ENSG00000145545, ENSG00000145864, ENSG00000145990, ENSG00000146151, ENSG00000146267, ENSG00000146352, ENSG00000146950, ENSG00000147117, ENSG00000147364, ENSG00000148798, ENSG00000149054, ENSG00000150361, ENSG00000150394, ENSG00000150627, ENSG00000151012, ENSG00000151229, ENSG00000152092, ENSG00000152578, ENSG00000153012, ENSG00000153233, ENSG00000155858, ENSG00000156298, ENSG00000156486, ENSG00000156535, ENSG00000158008, ENSG00000158186, ENSG00000158286, ENSG00000158528, ENSG00000158560, ENSG00000159164, ENSG00000160285, ENSG00000161551, ENSG00000162188, ENSG00000162409, ENSG00000162415, ENSG00000162929, ENSG00000163032, ENSG00000163053, ENSG00000163630, ENSG00000164188, ENSG00000164237, ENSG00000164512, ENSG00000164604, ENSG00000164742, ENSG00000164796, ENSG00000165379, ENSG00000166111, ENSG00000166321, ENSG00000166963, ENSG00000167414, ENSG00000168904, ENSG00000168959, ENSG00000169122, ENSG00000169282, ENSG00000169752, ENSG00000169760, ENSG00000169851, ENSG00000170396, ENSG00000170629, ENSG00000170873, ENSG00000171016, ENSG00000171435, ENSG00000171723, ENSG00000171914, ENSG00000172209, ENSG00000172893, ENSG00000173320, ENSG00000173452, ENSG00000174469, ENSG00000174482, ENSG00000174501, ENSG00000174599, ENSG00000175161, ENSG00000176148, ENSG00000176595, ENSG00000176641, ENSG00000177084, ENSG00000177181, ENSG00000177570, ENSG00000178201, ENSG00000178235, ENSG00000179083, ENSG00000179399, ENSG00000179542, ENSG00000179603, ENSG00000179796, ENSG00000179935, ENSG00000181072, ENSG00000182256, ENSG00000182326, ENSG00000182674, ENSG00000184258, ENSG00000184349, ENSG00000184408, ENSG00000184524, ENSG00000184672, ENSG00000184992, ENSG00000185090, ENSG00000185669, ENSG00000185737, ENSG00000185900, ENSG00000186310, ENSG00000186462, ENSG00000186469, ENSG00000187391, ENSG00000187902, ENSG00000187957, ENSG00000188176, ENSG00000188191, ENSG00000188211, ENSG00000188227, ENSG00000188394, ENSG00000188917, ENSG00000197044, ENSG00000197415, ENSG00000198185, ENSG00000198513, ENSG00000198673, ENSG00000198911, ENSG00000204764, ENSG00000204789, ENSG00000213760, ENSG00000244005, ENSG00000260230"
"M11","CD2_Gandal__DATA/modules_allStudies.csv","User",1.32974276761997e-09,19,"ENSG00000007968, ENSG00000072571, ENSG00000085999, ENSG00000089685, ENSG00000093009, ENSG00000101057, ENSG00000105011, ENSG00000111665, ENSG00000115163, ENSG00000121152, ENSG00000123485, ENSG00000131153, ENSG00000135451, ENSG00000148773, ENSG00000160957, ENSG00000166483, ENSG00000171848, ENSG00000175063, ENSG00000213347"
"M7","lightgreen_Mariani__DATA/modules_allStudies.csv","User",1.7092697134067e-09,15,"ENSG00000103021, ENSG00000111834, ENSG00000112539, ENSG00000116885, ENSG00000129295, ENSG00000139537, ENSG00000147400, ENSG00000150773, ENSG00000152763, ENSG00000158062, ENSG00000160345, ENSG00000163093, ENSG00000163818, ENSG00000168778, ENSG00000178053"
"M6","yellow_Mariani__DATA/modules_allStudies.csv","User",1.99415580768282e-09,44,"ENSG00000005884, ENSG00000033327, ENSG00000034677, ENSG00000047457, ENSG00000058668, ENSG00000065485, ENSG00000067082, ENSG00000068323, ENSG00000069399, ENSG00000087086, ENSG00000103145, ENSG00000103257, ENSG00000105514, ENSG00000111266, ENSG00000113916, ENSG00000121281, ENSG00000125505, ENSG00000131941, ENSG00000131981, ENSG00000134109, ENSG00000143367, ENSG00000143819, ENSG00000144802, ENSG00000147408, ENSG00000161011, ENSG00000161013, ENSG00000161714, ENSG00000163565, ENSG00000164733, ENSG00000165617, ENSG00000166710, ENSG00000168615, ENSG00000169242, ENSG00000172071, ENSG00000172197, ENSG00000173545, ENSG00000173801, ENSG00000181788, ENSG00000184557, ENSG00000185753, ENSG00000185950, ENSG00000196083, ENSG00000196151, ENSG00000204592"
"M1","16_Parikshak2016__DATA/modules_allStudies.csv","User",2.10308455945857e-09,40,"ENSG00000050748, ENSG00000069966, ENSG00000075340, ENSG00000084764, ENSG00000097021, ENSG00000100321, ENSG00000101210, ENSG00000105409, ENSG00000106123, ENSG00000110427, ENSG00000116675, ENSG00000124140, ENSG00000128872, ENSG00000130477, ENSG00000135709, ENSG00000139182, ENSG00000144711, ENSG00000145335, ENSG00000145362, ENSG00000152061, ENSG00000153558, ENSG00000155093, ENSG00000156453, ENSG00000157087, ENSG00000158445, ENSG00000162374, ENSG00000165152, ENSG00000165868, ENSG00000171132, ENSG00000174938, ENSG00000178171, ENSG00000180155, ENSG00000185345, ENSG00000185567, ENSG00000196876, ENSG00000198794, ENSG00000198910, ENSG00000198934, ENSG00000260837, ENSG00000261675"
"M16","green_Mariani__DATA/modules_allStudies.csv","User",2.38727450558326e-09,31,"ENSG00000057294, ENSG00000072274, ENSG00000100345, ENSG00000101911, ENSG00000105974, ENSG00000107796, ENSG00000108518, ENSG00000108829, ENSG00000109099, ENSG00000114850, ENSG00000121690, ENSG00000125753, ENSG00000126822, ENSG00000131459, ENSG00000134294, ENSG00000143457, ENSG00000145012, ENSG00000145632, ENSG00000148484, ENSG00000150093, ENSG00000150457, ENSG00000150990, ENSG00000153179, ENSG00000159176, ENSG00000164465, ENSG00000167460, ENSG00000168495, ENSG00000168807, ENSG00000169188, ENSG00000169504, ENSG00000196821"
"M16","greenyellow_Mariani__DATA/modules_allStudies.csv","User",2.7056557004435e-09,24,"ENSG00000065308, ENSG00000074695, ENSG00000108582, ENSG00000109089, ENSG00000109320, ENSG00000109814, ENSG00000113273, ENSG00000118680, ENSG00000119673, ENSG00000130508, ENSG00000131446, ENSG00000134910, ENSG00000135269, ENSG00000136026, ENSG00000137076, ENSG00000138119, ENSG00000138674, ENSG00000147883, ENSG00000148248, ENSG00000154309, ENSG00000159322, ENSG00000169756, ENSG00000182718, ENSG00000197702"
"M16","CD12_Gandal__DATA/modules_allStudies.csv","User",3.45770899877096e-09,12,"ENSG00000101335, ENSG00000105974, ENSG00000107796, ENSG00000130176, ENSG00000138119, ENSG00000140092, ENSG00000140682, ENSG00000149591, ENSG00000163017, ENSG00000175899, ENSG00000182718, ENSG00000198467"
"M17","yellow_Tylee__DATA/modules_allStudies.csv","User",1.94909393302968e-08,19,"ENSG00000014164, ENSG00000100258, ENSG00000103335, ENSG00000104897, ENSG00000112787, ENSG00000130479, ENSG00000135723, ENSG00000141905, ENSG00000157933, ENSG00000160767, ENSG00000161847, ENSG00000165458, ENSG00000166484, ENSG00000167566, ENSG00000172375, ENSG00000175938, ENSG00000181222, ENSG00000186174, ENSG00000243279"
"M19","midnightblue_Tylee__DATA/modules_allStudies.csv","User",2.15834671752093e-08,12,"ENSG00000114391, ENSG00000118181, ENSG00000130255, ENSG00000156482, ENSG00000161016, ENSG00000163682, ENSG00000164587, ENSG00000177954, ENSG00000182899, ENSG00000198918, ENSG00000213741, ENSG00000231500"
"M1","pink_Mariani__DATA/modules_allStudies.csv","User",4.62654149611768e-08,53,"ENSG00000001461, ENSG00000010818, ENSG00000018236, ENSG00000050748, ENSG00000073150, ENSG00000082805, ENSG00000099822, ENSG00000100604, ENSG00000107317, ENSG00000107679, ENSG00000110169, ENSG00000112541, ENSG00000112715, ENSG00000113742, ENSG00000116675, ENSG00000119227, ENSG00000124772, ENSG00000135423, ENSG00000137727, ENSG00000137965, ENSG00000141404, ENSG00000143845, ENSG00000149575, ENSG00000150594, ENSG00000152061, ENSG00000154654, ENSG00000158089, ENSG00000161381, ENSG00000162434, ENSG00000162631, ENSG00000163577, ENSG00000165868, ENSG00000168481, ENSG00000169432, ENSG00000169836, ENSG00000171303, ENSG00000171867, ENSG00000173267, ENSG00000175874, ENSG00000179292, ENSG00000181444, ENSG00000181804, ENSG00000182255, ENSG00000184611, ENSG00000185052, ENSG00000185352, ENSG00000185477, ENSG00000186862, ENSG00000196391, ENSG00000196639, ENSG00000197106, ENSG00000221968, ENSG00000221995"
"M2","M16_Parikshak2013__DATA/modules_allStudies.csv","User",9.75394076832447e-08,44,"ENSG00000003987, ENSG00000051382, ENSG00000065609, ENSG00000067221, ENSG00000067715, ENSG00000068366, ENSG00000088367, ENSG00000091157, ENSG00000105143, ENSG00000105220, ENSG00000106688, ENSG00000114948, ENSG00000118402, ENSG00000118473, ENSG00000118733, ENSG00000131437, ENSG00000135002, ENSG00000136404, ENSG00000136531, ENSG00000136854, ENSG00000138078, ENSG00000152092, ENSG00000152932, ENSG00000155099, ENSG00000158301, ENSG00000158528, ENSG00000159164, ENSG00000162105, ENSG00000164951, ENSG00000165434, ENSG00000166111, ENSG00000166974, ENSG00000174482, ENSG00000176055, ENSG00000179915, ENSG00000184672, ENSG00000186310, ENSG00000188191, ENSG00000197535, ENSG00000198513, ENSG00000198689, ENSG00000198780, ENSG00000198961, ENSG00000204856"
"M8","blue_Tylee__DATA/modules_allStudies.csv","User",1.02495427852084e-07,41,"ENSG00000008130, ENSG00000047644, ENSG00000075426, ENSG00000087074, ENSG00000099331, ENSG00000099875, ENSG00000100296, ENSG00000101236, ENSG00000102007, ENSG00000104915, ENSG00000105722, ENSG00000116017, ENSG00000116260, ENSG00000116729, ENSG00000120129, ENSG00000125734, ENSG00000129925, ENSG00000130402, ENSG00000131408, ENSG00000131759, ENSG00000132510, ENSG00000135404, ENSG00000139083, ENSG00000143373, ENSG00000143570, ENSG00000146112, ENSG00000148400, ENSG00000148841, ENSG00000150403, ENSG00000157350, ENSG00000158710, ENSG00000160410, ENSG00000160570, ENSG00000160888, ENSG00000162889, ENSG00000165861, ENSG00000167491, ENSG00000170876, ENSG00000173327, ENSG00000175215, ENSG00000185262"
"M2","mod2_Gupta__DATA/modules_allStudies.csv","User",1.15128141076968e-07,85,"ENSG00000003987, ENSG00000011677, ENSG00000036530, ENSG00000066032, ENSG00000068366, ENSG00000073464, ENSG00000077157, ENSG00000079841, ENSG00000081181, ENSG00000083720, ENSG00000087258, ENSG00000088367, ENSG00000088538, ENSG00000096092, ENSG00000101856, ENSG00000102452, ENSG00000107282, ENSG00000112972, ENSG00000115252, ENSG00000116133, ENSG00000118276, ENSG00000118473, ENSG00000118733, ENSG00000120137, ENSG00000120251, ENSG00000121871, ENSG00000122966, ENSG00000128578, ENSG00000131018, ENSG00000131370, ENSG00000133985, ENSG00000135472, ENSG00000136404, ENSG00000136854, ENSG00000139970, ENSG00000140396, ENSG00000143324, ENSG00000145545, ENSG00000150394, ENSG00000152092, ENSG00000152578, ENSG00000152932, ENSG00000153233, ENSG00000153563, ENSG00000153814, ENSG00000154027, ENSG00000156298, ENSG00000157064, ENSG00000157388, ENSG00000158186, ENSG00000158560, ENSG00000162105, ENSG00000162415, ENSG00000163053, ENSG00000163539, ENSG00000164983, ENSG00000165379, ENSG00000166206, ENSG00000166963, ENSG00000166974, ENSG00000168959, ENSG00000169710, ENSG00000170091, ENSG00000171314, ENSG00000171435, ENSG00000171587, ENSG00000171914, ENSG00000172209, ENSG00000176148, ENSG00000176595, ENSG00000177570, ENSG00000182674, ENSG00000183166, ENSG00000185090, ENSG00000185669, ENSG00000185737, ENSG00000186868, ENSG00000187902, ENSG00000196189, ENSG00000198513, ENSG00000198673, ENSG00000198780, ENSG00000198911, ENSG00000204634, ENSG00000261115"
"M1","8_Voineagu__DATA/modules_allStudies.csv","User",1.5474743079355e-07,34,"ENSG00000054356, ENSG00000100321, ENSG00000100678, ENSG00000101210, ENSG00000103034, ENSG00000103056, ENSG00000105649, ENSG00000106089, ENSG00000114279, ENSG00000119227, ENSG00000123643, ENSG00000124507, ENSG00000129355, ENSG00000129990, ENSG00000130477, ENSG00000130558, ENSG00000135622, ENSG00000137267, ENSG00000139505, ENSG00000153558, ENSG00000154162, ENSG00000155093, ENSG00000157087, ENSG00000162631, ENSG00000164715, ENSG00000166448, ENSG00000169744, ENSG00000171450, ENSG00000176171, ENSG00000182870, ENSG00000184156, ENSG00000186487, ENSG00000198910, ENSG00000221946"
"M11","CD0_Gandal__DATA/modules_allStudies.csv","User",3.06636638784256e-07,79,"ENSG00000012048, ENSG00000065328, ENSG00000066279, ENSG00000071539, ENSG00000073111, ENSG00000080839, ENSG00000080986, ENSG00000087586, ENSG00000088325, ENSG00000090889, ENSG00000091651, ENSG00000100526, ENSG00000102384, ENSG00000104147, ENSG00000104738, ENSG00000104889, ENSG00000105486, ENSG00000109805, ENSG00000111206, ENSG00000111247, ENSG00000111445, ENSG00000111602, ENSG00000112029, ENSG00000112742, ENSG00000112984, ENSG00000117399, ENSG00000117650, ENSG00000117724, ENSG00000122952, ENSG00000123473, ENSG00000126787, ENSG00000130164, ENSG00000131747, ENSG00000133119, ENSG00000134690, ENSG00000135476, ENSG00000137804, ENSG00000137807, ENSG00000137812, ENSG00000138092, ENSG00000138160, ENSG00000138180, ENSG00000138182, ENSG00000138778, ENSG00000140525, ENSG00000142731, ENSG00000142945, ENSG00000143476, ENSG00000145386, ENSG00000146918, ENSG00000147155, ENSG00000149554, ENSG00000149636, ENSG00000151503, ENSG00000151725, ENSG00000152253, ENSG00000156802, ENSG00000156970, ENSG00000157456, ENSG00000163808, ENSG00000164611, ENSG00000165304, ENSG00000166451, ENSG00000166803, ENSG00000166881, ENSG00000167325, ENSG00000167513, ENSG00000168078, ENSG00000169679, ENSG00000170312, ENSG00000171241, ENSG00000184445, ENSG00000184635, ENSG00000186185, ENSG00000187741, ENSG00000188486, ENSG00000196584, ENSG00000198826, ENSG00000198901"
"M2","blue_Mariani__DATA/modules_allStudies.csv","User",4.52972542045607e-07,82,"ENSG00000028277, ENSG00000067798, ENSG00000073711, ENSG00000075391, ENSG00000077264, ENSG00000077279, ENSG00000081026, ENSG00000083720, ENSG00000088538, ENSG00000091157, ENSG00000096092, ENSG00000102678, ENSG00000104435, ENSG00000104765, ENSG00000111490, ENSG00000112294, ENSG00000113161, ENSG00000113205, ENSG00000114948, ENSG00000115840, ENSG00000119547, ENSG00000123570, ENSG00000125675, ENSG00000136404, ENSG00000138078, ENSG00000138622, ENSG00000141431, ENSG00000141837, ENSG00000143324, ENSG00000144406, ENSG00000145888, ENSG00000146151, ENSG00000146352, ENSG00000147117, ENSG00000148798, ENSG00000148948, ENSG00000150627, ENSG00000151948, ENSG00000152092, ENSG00000153563, ENSG00000158186, ENSG00000160753, ENSG00000162188, ENSG00000162415, ENSG00000163539, ENSG00000164114, ENSG00000164237, ENSG00000164604, ENSG00000166963, ENSG00000167414, ENSG00000168913, ENSG00000171016, ENSG00000171033, ENSG00000171723, ENSG00000173320, ENSG00000173452, ENSG00000174482, ENSG00000174599, ENSG00000176641, ENSG00000177181, ENSG00000178201, ENSG00000178662, ENSG00000179083, ENSG00000180479, ENSG00000182256, ENSG00000184524, ENSG00000185090, ENSG00000185565, ENSG00000186310, ENSG00000186462, ENSG00000186469, ENSG00000186472, ENSG00000187391, ENSG00000187902, ENSG00000187957, ENSG00000188191, ENSG00000188227, ENSG00000198513, ENSG00000198911, ENSG00000204130, ENSG00000213760, ENSG00000226711"
"M6","19_Parikshak2016__DATA/modules_allStudies.csv","User",6.59740219320511e-07,21,"ENSG00000047457, ENSG00000064932, ENSG00000113916, ENSG00000129566, ENSG00000130202, ENSG00000130303, ENSG00000133874, ENSG00000137193, ENSG00000144802, ENSG00000145623, ENSG00000152049, ENSG00000163565, ENSG00000166710, ENSG00000168610, ENSG00000173926, ENSG00000182500, ENSG00000184557, ENSG00000196843, ENSG00000204592, ENSG00000221869, ENSG00000234745"
"M4","green_Mariani__DATA/modules_allStudies.csv","User",6.76136728224691e-07,43,"ENSG00000019549, ENSG00000064989, ENSG00000085741, ENSG00000103485, ENSG00000110108, ENSG00000111145, ENSG00000115414, ENSG00000115884, ENSG00000116962, ENSG00000119139, ENSG00000124212, ENSG00000125845, ENSG00000125968, ENSG00000128595, ENSG00000130203, ENSG00000130600, ENSG00000134013, ENSG00000134533, ENSG00000135046, ENSG00000135111, ENSG00000135862, ENSG00000138735, ENSG00000138829, ENSG00000139926, ENSG00000142552, ENSG00000142798, ENSG00000143341, ENSG00000143369, ENSG00000144668, ENSG00000146122, ENSG00000158195, ENSG00000162878, ENSG00000166130, ENSG00000169105, ENSG00000170340, ENSG00000179820, ENSG00000183098, ENSG00000183287, ENSG00000185187, ENSG00000189067, ENSG00000196411, ENSG00000197467, ENSG00000253304"
"M2","CD5_Gandal__DATA/modules_allStudies.csv","User",1.90693955554214e-06,56,"ENSG00000005249, ENSG00000040341, ENSG00000051382, ENSG00000068366, ENSG00000068615, ENSG00000073464, ENSG00000075303, ENSG00000075945, ENSG00000078053, ENSG00000083720, ENSG00000096092, ENSG00000101856, ENSG00000102144, ENSG00000104435, ENSG00000104765, ENSG00000106537, ENSG00000106688, ENSG00000112972, ENSG00000115252, ENSG00000115840, ENSG00000116750, ENSG00000118276, ENSG00000118402, ENSG00000119185, ENSG00000122873, ENSG00000126950, ENSG00000131437, ENSG00000132639, ENSG00000135002, ENSG00000135750, ENSG00000136404, ENSG00000138078, ENSG00000139970, ENSG00000144285, ENSG00000151092, ENSG00000152578, ENSG00000156475, ENSG00000158560, ENSG00000164114, ENSG00000165704, ENSG00000165973, ENSG00000169282, ENSG00000169760, ENSG00000172209, ENSG00000172915, ENSG00000173611, ENSG00000184408, ENSG00000186106, ENSG00000186310, ENSG00000186462, ENSG00000197535, ENSG00000198932, ENSG00000198961, ENSG00000204789, ENSG00000204856, ENSG00000213760"
"M16","M18_Parikshak2013__DATA/modules_allStudies.csv","User",3.51693808999939e-06,19,"ENSG00000057294, ENSG00000065308, ENSG00000109193, ENSG00000128567, ENSG00000130176, ENSG00000131724, ENSG00000132561, ENSG00000134871, ENSG00000137076, ENSG00000138119, ENSG00000140092, ENSG00000142089, ENSG00000145012, ENSG00000149591, ENSG00000153179, ENSG00000163017, ENSG00000182718, ENSG00000187498, ENSG00000198467"
"M1","17_Parikshak2016__DATA/modules_allStudies.csv","User",6.03839571920149e-06,28,"ENSG00000011347, ENSG00000072071, ENSG00000099308, ENSG00000099814, ENSG00000103723, ENSG00000105613, ENSG00000105642, ENSG00000105649, ENSG00000107560, ENSG00000116254, ENSG00000116544, ENSG00000123643, ENSG00000124507, ENSG00000124772, ENSG00000149679, ENSG00000152954, ENSG00000154118, ENSG00000161243, ENSG00000163704, ENSG00000164715, ENSG00000169783, ENSG00000171450, ENSG00000177875, ENSG00000186479, ENSG00000197106, ENSG00000213023, ENSG00000260987, ENSG00000269975"
"M17","M18_Parikshak2013__DATA/modules_allStudies.csv","User",1.03884723679041e-05,19,"ENSG00000007384, ENSG00000018408, ENSG00000024422, ENSG00000067182, ENSG00000076067, ENSG00000102265, ENSG00000104870, ENSG00000105329, ENSG00000105559, ENSG00000135723, ENSG00000136869, ENSG00000142227, ENSG00000161638, ENSG00000166831, ENSG00000169692, ENSG00000181826, ENSG00000197879, ENSG00000222009, ENSG00000244486"
"M4","M1_DeRosa35__DATA/modules_allStudies.csv","User",1.28320014988616e-05,15,"ENSG00000100097, ENSG00000111077, ENSG00000111817, ENSG00000115414, ENSG00000116132, ENSG00000130203, ENSG00000133110, ENSG00000137868, ENSG00000143867, ENSG00000157227, ENSG00000157502, ENSG00000166482, ENSG00000167601, ENSG00000168542, ENSG00000174807"
"M17","mod5_Gupta__DATA/modules_allStudies.csv","User",1.56973088082238e-05,25,"ENSG00000018408, ENSG00000024422, ENSG00000035862, ENSG00000067182, ENSG00000077150, ENSG00000100299, ENSG00000102265, ENSG00000103335, ENSG00000104870, ENSG00000104897, ENSG00000105559, ENSG00000106211, ENSG00000114353, ENSG00000117984, ENSG00000125534, ENSG00000131094, ENSG00000131095, ENSG00000131435, ENSG00000140464, ENSG00000142227, ENSG00000155366, ENSG00000170653, ENSG00000183386, ENSG00000185650, ENSG00000214078"
"M18","M3_Parikshak2013__DATA/modules_allStudies.csv","User",2.68304197291424e-05,33,"ENSG00000040633, ENSG00000074266, ENSG00000092847, ENSG00000095319, ENSG00000099821, ENSG00000102221, ENSG00000105202, ENSG00000110060, ENSG00000112578, ENSG00000124571, ENSG00000126254, ENSG00000133884, ENSG00000134686, ENSG00000140598, ENSG00000141101, ENSG00000143321, ENSG00000143398, ENSG00000143493, ENSG00000145919, ENSG00000149480, ENSG00000154380, ENSG00000158321, ENSG00000159217, ENSG00000166508, ENSG00000170836, ENSG00000172053, ENSG00000173473, ENSG00000175093, ENSG00000180198, ENSG00000183655, ENSG00000186625, ENSG00000204394, ENSG00000247828"
